spring number,spring location,spring name,long,lat,type,well_depth,flow_rate_mean,flow_rate_min,flow_rate_max,temp_mean,temp_min,temp_max,reference,reference_DOI,reference_link,EC,pH,sample_temperature,TDS,TDS_min,TDS_max,Na,Ca,Mg,K,NH4,Cl,F,SO4,HCO3,CO3,NO3,Si,Li,SiO2,reference_hydrochemistry,doi_hydrochemistry,reference_link_hydrochemistry,delta_18O,delta_2H,3H,delta_14C,delta_13C,4He,3He,reference_isotope_data,DOI_isotope_data,reference_link_isotope_data
600,Purbach,Purgina,16.699799,47.907481,borehole,5.2,,,,14,,,,,,0.8321,7.62,,,,,1228,285,486,32.34,18.4,434.5,10,4278,677.1,n/a,4.3,n/a,0.339,24.50590608,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
601,Oggau,Bittersalzwässer,16.666783,47.833372,borehole,6,,,,19.6,,,,,,2.621,7.55,,,,,5089.2,418.85,4344.5,1.42,n/a,1673.3,n/a,25840,821.3,n/a,n/a,n/a,n/a,n/a,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
602,Oggau,Oggau 1,16.666783,47.833372,borehole,205,,,,17.4,,,,,,0.263,9.1,,,,,484.57,32.24,14.92,12.03,2.5,853.85,0.05,0.47,22.5,n/a,2.5,n/a,0.336,n/a,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
603,Oggau,Oggau 2,16.666783,47.833372,borehole,300,,,,12.9,,,,,,0.682,7.4,,,,,909.01,248.56,423.42,18.74,3.42,805.88,0.14,2335.27,749.8,n/a,3.4,n/a,n/a,n/a,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,-10.24,-76.9,2.8,,,,,,,
604,Rust,Rust 1,16.675376,47.801257,borehole,71.5,,,,14.8,,,,,,n/a,n/a,,,,,6022.2,257.9,628.5,40.8,10.3,4993,0.14,7629.3,1791,n/a,n/a,n/a,2.15,24.76807836,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
605,Rust,"Kali-Wässer, Brunnen 33",16.675376,47.801257,well,,,,,n/a,,,,,,0.3792,7.7,,,,,122.8,215.5,88.8,574.6,1.18,263.8,n/a,404.8,1317,n/a,n/a,n/a,n/a,n/a,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
606,Mörbisch,Mörbisch 1,16.672087,47.752296,borehole,121.4,,,,10.3,,,,,,0.245,7.9,,,,,394.75,30.08,82.53,18.31,1.18,199.46,0.19,78.59,1136.9,n/a,2.3,n/a,n/a,11.76894267,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
607,Mörbisch,Mörbisch 2,16.672087,47.752296,borehole,100,,,,13.5,,,,,,0.353,6.9,,,,,"497,1",148.19,81,16.8,18.4,694.81,0.29,0.31,1162.3,n/a,4.3,n/a,0.22,30.76923077,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
608,Illmitz,St.Bartholomäus-Quelle (Neu),16.794668,47.759997,borehole,201.3,0.0005,,,15.7,,,,,,0.405,6.98,,,,,931.29,79.47,33.87,11.75,n/a,265.34,1.4,< 0.5,2387.8,n/a,< 0.5,n/a,0.305,48.57677903,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,-10.85,-78.8,,,,,,,,
609,Illmitz,Sulfina,16.794668,47.759997,borehole,40.5,0.00022,,,n/a,,,,,,n/a,n/a,,,,,2119,5,3.99,25.45,5.12,691,0.5,545.9,3718,40.8,3.37,n/a,0.2,5.307692308,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
610,Podersdorf am See,Brunnen 1,16.816746,47.841049,well,15,0.00015,,,n/a,,,,,,n/a,n/a,,,,,5520,11.6,76.4,75.8,0.35,2677,0.71,2934,5546.7,642,n/a,n/a,0.68,n/a,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
611,Neusiedl am See,Säuerling BH,16.825563,47.95943,borehole,138,0.00007,,,16,,,,,,0.43,6.32,,,,,475.46,394.19,196.49,45.75,6,16.05,0.39,28.8,3500,n/a,< 0.5,n/a,1.198,50.5,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,-12.1,-90.1,,,,,,,,
612,Schützen am Gebirge,Schwefelquelle,16.628434,47.85274,borehole,3.6,,,,9.9,,,,,,0.208,7,,,,,142.56,197.57,72.29,2.76,18.4,57.68,1.4,460.2,636.1,n/a,4.3,n/a,n/a,n/a,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
613,Siegendorf,Schwefelquelle,16.628434,47.85274,spring,,,,,12.6,,,,,,0.2609,7,,,,,93.99,367.33,126.72,34.86,18.4,20.88,< 0.1,1169.9,579.9,n/a,4.3,n/a,0.524,n/a,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
614,Großhöflein,Schwefelquelle,16.481139,47.833967,spring,,,,,12.5,,,,,,0.0703,7.5,,,,,16.31,99.89,23.22,8.24,0.08,19.28,0.16,101.18,269,n/a,29.1,n/a,0.007,12.46038606,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
615,Deutschkreutz,Juvinaquelle 1,16.619752,47.619332,borehole,22.5,0.0009,,,14.2,,,,,,0.281,6.31,,,,,405.62,236.98,63.34,23.78,0.78,65.24,0.0004,98.35,1837.1,n/a,n/a,n/a,0.387,62.19821377,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
616,Deutschkreutz,Juvinaquelle 2,16.619752,47.619332,borehole,115.2,,,,16.5,,,,,,0.227,6.47,,,,,315,252.5,59.4,18.4,1.45,53.7,0.55,101,1690,n/a,0.002,n/a,0.34,59.3056756,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,-11.45,-83.61,,,,,,,,
617,Bad Sauerbrunn,Thermal 1,16.324007,47.772905,borehole,1055,0.0004,,,37.3,,,,,,0.368,6.55,,,,,781,78,58,25,3.1,52,1.1,1190,1058,0.53,n/a,n/a,0.53,35.58801498,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,-11.57,-81,0.4,,,,,,,
618,Bad Sauerbrunn,Gemeindequelle (Neu),16.324007,47.772905,borehole,110,0.0016,,,14.65,,,,,,0.262,6.01,,,,,177.5,269,211.5,28.32,0.94,33.37,0.67,388,1836.6,n/a,n/a,n/a,1,93.22961683,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,2.3,,,,,,,
619,Bad Sauerbrunn,Gemeindequelle (Alt),16.324007,47.772905,borehole,85,0.00022,,,13.9,,,,,,0.35,6.4,,,,,333,383.6,363.3,48.3,n/a,79.5,n/a,900.6,2689,n/a,n/a,n/a,0.4,n/a,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
620,Bad Sauerbrunn,Paulquelle,16.324007,47.772905,spring,,0.00041,,,n/a,,,,,,n/a,n/a,,,,,167.12,215.52,117.9,11.2,n/a,40.84,0.21,313,1249,n/a,7.56,n/a,0.11,14.69029098,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
621,Pöttsching,Markusquelle (Alt),16.379602,47.798749,borehole,154,0.0036,,,15.1,,,,,,n/a,n/a,,,,,41.5,93,35.5,4.9,n/a,14.9,0.11,103.6,456.3,n/a,0.1,n/a,n/a,n/a,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,0.1,,,,,,,
622,Pöttsching,Markusquelle (Neu),16.379602,47.798749,borehole,138,0.005,,,16,,,,,,n/a,7.55,,,,,55.3,80.9,33,5,3.5,13.7,0.1,79.9,439,n/a,< 0.5,n/a,n/a,n/a,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,-12.5,-91.1,,,-10.3,,,,,
623,Piringsdorf,Piringsdorf 1,16.40542,47.446304,borehole,86.42,0.004,,,12.95,,,,,,0.34,6.25,,,,,561.3,"319,4",66.9,23.68,1.36,206.1,0.72,14.7,2483,n/a,0.1,n/a,n/a,87.33218093,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
624,Piringsdorf,Piringsdorf 2,16.40542,47.446304,borehole,100,0.00032,,,12.6,,,,,,0.227,6.16,,,,,348.1,220.4,45.5,15.5,0.92,110.7,0.57,24.6,1635.3,n/a,0.1,n/a,n/a,71.84384903,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
625,Piringsdorf,Piringsdorf 3,16.40542,47.446304,borehole,120,0.0022,,,13,,,,,,0.362,6.15,,,,,395,245,49,21,0.75,127,0.65,15.1,1868,n/a,0.56,n/a,0.73,130.4609623,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,-9.94,-67.7,6.1,,-1.95,,,,,
626,Drumling,Sauerbrunnen,16.255399,47.31091,borehole,,0.0006,,,16,,,,,,0.121,6.23,,,,,55.7,135.5,51.7,3,n/a,16.5,0.38,91.9,706.3,n/a,< 0.5,n/a,0.097,n/a,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
627,Drumling,Säuerling,16.255399,47.31091,borehole,,0.00042,,,16,,,,,,0.1177,6.3,,,,,59.11,137.05,53.52,4.1,n/a,13.79,0.33,88.57,694.4,n/a,n/a,n/a,0.106,108.8447133,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,-9.39,-67.2,,,,,,,,
628,Oberschützen,Sixtina-Quelle,16.176643,47.350243,well,29.4,0.00003,,,12,,,,,,0.4259,6.23,,,,,499.2,260.6,227.2,10.6,n/a,256.9,0.45,740.5,2019.8,n/a,< 0.5,n/a,0.2491,n/a,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
629,Rettenbach,Sauerbrunnen,16.239814,47.409018,borehole,,n/a,,,13,,,,,,0.202,6.15,,,,,86.53,309.28,56.94,10.27,n/a,75.28,0.02,24.54,1299.4,n/a,< 0.5,n/a,0.17462,26.79343129,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,-9.18,-64.6,5.6,,,,,,,
630,Bad Tatzmannsdorf,Thermal 1,16.224524,47.313206,borehole,896,n/a,,,34.2,,,,,,0.278,7.66,,,,,629,15.5,190,8.2,4.6,285.5,0.35,220.6,1068,n/a,n/a,n/a,0.29,43.6127917,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,-11.57,-81,0.4,,,,,,,
631,Bad Tatzmannsdorf,Thermal 3,16.211026,47.321039,borehole,1024,0.0014,,,31.2,,,,,,0.482,6.4,,,,,590,320,16.6,32,6.5,398,n/a,313,2513,1.8,n/a,n/a,0.91,65.99827139,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,-10.36,-74.8,,,,,,,,
632,Bad Tatzmannsdorf,Wetschquelle (Neu),16.22956,47.332869,borehole,30,0.0023,,,13,,,,,,0.1813,6.03,,,,,160,380,54,8.6,0.83,77.8,0.45,94.6,1591,0.51,1.1,n/a,0.32,71.53846154,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,-9.32,-66.8,0.5,,,,,,,
633,Bad Tatzmannsdorf,Therme 72,16.223103,47.336023,borehole,222.4,n/a,,,n/a,,,,,,n/a,n/a,,,,,30.7,561.8,34.3,4.2,0.06,10,0.87,6.36,1818.8,n/a,n/a,n/a,0.01,20,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,0.9,,,,,,,
634,Bad Tatzmannsdorf,Franzquelle (B2),16.223103,47.336023,borehole,217.7,0.000048,,,14.35,,,,,,0.168,6.05,,,,,49.3,334.2,53,5,0.69,12.6,0.46,5.6,1472,0.084,0.65,n/a,0.33,32.32454678,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
635,Bad Tatzmannsdorf,Marienquelle (Alt,16.22956,47.332869,borehole,100.2,n/a,,,n/a,,,,,,n/a,n/a,,,,,906.2,430.8,127.3,32.3,0.25,365.5,0.76,504.9,3160,0.29,3.5,n/a,1.88,51.23019303,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
636,Bad Tatzmannsdorf,Marienquelle (Neu),16.22956,47.332869,borehole,153,0.0045,,,16.2,,,,,,0.372,n/a,,,,,582.4,298.2,101.6,27.31,1.85,225.3,1.45,318,2227.1,n/a,n/a,n/a,0.99,53.02794584,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
637,Eisenhüttl,Säuerling,16.19763,47.105023,borehole,,0.00027,,,11.6,,,,,,0.178,5.82,,,,,251.9,98.7,35.4,10.5,n/a,162.5,0.48,21.4,869.1,n/a,< 0.5,n/a,0.149,n/a,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
638,Gerersdorf-Sulz,Vitaquelle,16.252911,47.068449,borehole,,n/a,,,11.5,,,,,,n/a,n/a,,,,,873,223.1,68.4,33.7,n/a,593.9,n/a,15.4,2354.76,n/a,n/a,n/a,0.093,46.15384615,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
639,Gerersdorf-Sulz,Güssinger Brunnen 3,16.252911,47.068449,borehole,,0.00073,,,11.8,,,,,,0.286,6.1,,,,,838.7,222.8,37.4,37.1,2.3,381.8,1.78,1.78,2511,n/a,0.08,n/a,0.21,45.38461538,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
640,Gerersdorf-Sulz,Vita Brunnen 12,16.252911,47.068449,well,21.2,n/a,,,12.9,,,,,,0.0043,6.5,,,,,41.5,42,14.4,2.89,0.8,15.5,0.2,4.5,317,n/a,1.5,n/a,n/a,21.15240565,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,,,,,,,,,,
641,Stegersbach,Thermal 1,16.160142,47.16718,borehole,3200,0.002,,,41.3,,,,,,0.135,8.15,,,,,270,1.77,18,3.52,1.8,4.6,0.55,< 0.1,738,n/a,< 0.1,n/a,0.3,7.398444252,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,-9.72,-66.7,,,,,,,,
642,Stegersbach,Thermal 2,16.149036,47.170681,borehole,1201,0.00054,,,37.1,,,,,,0.259,7.97,,,,,650,1.5,1.3,4.4,3.9,36.7,3.09,36,1712,n/a,< 0.1,n/a,0.13,9.15298185,"Elster, D., Fischer, L., Hann, S., Goldbrunner, J., Schubert, G., Berka, R., Hobiger, G., Legerer, P. & Philippitsch, R. (2018): Österreichs Mineral- und Heilwässer. -448 S., Geologische Bundesanstalt, Wien",,https://opac.geologie.ac.at/wwwopacx/wwwopac.ashx?command=getcontent&server=images&value=mineral_heilwaesser.pdf,-10.36,-73.5,,,,,,,,
